image_id,building,number,path,split,main_visual_space,expected_annotation_extent,ambiguity_and_information,n_people_any,n_people_unassisted,n_people_manual_included,n_people_model_assisted,n_current20_manual,n_current20_any_seen,n_current20_no_record,max_current20_without_reusing_seen_nonmanual,naive_historical_topup_to20,nominal_current20_topup,n_current20_seen_nonmanual,current20_manual_workers,current20_no_record_workers,current20_seen_nonmanual_workers,coarse_type,coarse_label_provenance,boundary_label,user_doorway_group_codes,group_codes,exposure_interpretation
q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb,q9vSo1VnCiC,9,data/mp3d_layout/test/img/q9vSo1VnCiC_69591068e5614642b710a8fb7733bdeb.png,test,连续客餐大厅中央,露台门、电视墙、内侧弧墙构成大厅,沙发/餐桌遮挡低位边界；前厅另有开口,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G153,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_6df6e29f6d1e4495b111d41b2e4e5cb9,q9vSo1VnCiC,10,data/mp3d_layout/test/img/q9vSo1VnCiC_6df6e29f6d1e4495b111d41b2e4e5cb9.png,test,客餐大厅内侧通行带,大厅内侧弧墙至露台外墙,近弧墙、凹入前室显著，可比性待核,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G153,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd,q9vSo1VnCiC,11,data/mp3d_layout/test/img/q9vSo1VnCiC_830eb252ae01401a8fe55f9538e627dd.png,test,大床卧室入口侧,床区与长露台门、端部卫浴门围合,近床及书桌遮挡；相近房型不能全并,5,5,5,0,5,5,15,20,15,15,0,6;8;10;17;31,1;2;11;12;13;15;28;29;30;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G154;G155,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,12,data/mp3d_layout/test/img/q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5.png,test,大床卧室露台侧,卧室床区、床侧双凹口及宽卫浴门,床尾柜遮挡，露台边界清楚,10,6,6,4,4,8,12,16,14,16,4,6;10;13;34,8;11;12;15;17;28;29;31;33;35;36;37,1;2;30;32,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G156,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,13,data/mp3d_layout/test/img/q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4.png,test,卧室和前室交接,两区范围均有选择,门墙挡住卧室部分信息；保留B13历史同房,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,,prior_discussion,,,G145,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342,q9vSo1VnCiC,14,data/mp3d_layout/test/img/q9vSo1VnCiC_a139a1f906394f7a9d5dfc9772836342.png,test,衣帽储藏内间,固定木衣柜围合和两端出入口,衣柜遮挡墙脚，未找到可靠同主空间视点,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,15,data/mp3d_layout/test/img/q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103.png,test,大床卧室前室门侧,床区、露台门与端部卫浴门,门扇与床遮挡局部，外露台视野较窄,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G154;G157,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_a424533651804a38a55b1252daccc81e,q9vSo1VnCiC,16,data/mp3d_layout/test/img/q9vSo1VnCiC_a424533651804a38a55b1252daccc81e.png,test,大床卧室书桌侧,床区、露台门与端部卫浴门,与11入口关系可对应；床尾柜遮挡共同存在,10,5,5,5,4,7,13,17,15,16,3,12;30;32;33,1;2;8;10;11;13;15;28;29;31;35;36;37,6;17;34,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G155,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4,q9vSo1VnCiC,17,data/mp3d_layout/test/img/q9vSo1VnCiC_a6560bae311a403a9bfe94e4c1c645f4.png,test,客餐大厅餐桌一侧,餐饮侧至大厅外墙，前室门口清楚,起居侧较远，范围与中央/起居图有差异,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G153,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1,q9vSo1VnCiC,18,data/mp3d_layout/test/img/q9vSo1VnCiC_a823913d661144d4ad3d609e1e085fb1.png,test,厨房外短过渡区和大厅并呈,高窗走道、厨房口及客餐连接范围,近墙端使范围多解；用户疑似OOS只留原意见不裁定,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,user_reviewed_disagreement_subset,交界候选,,G158,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55,q9vSo1VnCiC,19,data/mp3d_layout/test/img/q9vSo1VnCiC_a84d84665ef94d0c86f38bc2250bab55.png,test,卧室与洗漱门口,床区和双盆间两侧并呈,主体不唯一，信息条件不同于两侧内部图,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,无法判断,ai_or_legacy_not_personally_reviewed_this_round,交界候选,,G159,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8,q9vSo1VnCiC,20,data/mp3d_layout/test/img/q9vSo1VnCiC_aca93be82fdc4e8fb7874b3ca88ca3e8.png,test,厨房外高窗短走道,高窗、柜门与厨房开口围合,厨房口可见，客餐厅较远；不同于18双区展开,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G158;G160,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f,q9vSo1VnCiC,21,data/mp3d_layout/test/img/q9vSo1VnCiC_b691f1462d2b4d2cbc501f676af8ca1f.png,test,大床卧室书桌侧,床区、露台门与端部卫浴门,与15同侧入口开门关系相符，家具遮挡相近,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G157,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf,q9vSo1VnCiC,22,data/mp3d_layout/test/img/q9vSo1VnCiC_bac003e7f0294457905fb183c34ef2bf.png,test,床旁梳妆凹室与卧室侧边,凹室口与卧室边侧范围,近墙使床区完整性下降；保留B14物理归属,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,prior_discussion,,,G145;G161,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,23,data/mp3d_layout/test/img/q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a.png,test,双盆洗漱间,双盆高窗、卧室宽门及浴缸入口,镜面和相邻浴缸范围有共同歧义,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G147,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345,q9vSo1VnCiC,24,data/mp3d_layout/test/img/q9vSo1VnCiC_c4b0b6a41c2a4db3927f5fa9cafb6345.png,test,厨房开口侧,L形台柜、厨房外门与短走道口,固定台柜遮挡墙脚，跨走道范围可选择,6,6,6,0,4,4,16,20,14,16,0,13;29;34;35,1;2;6;8;10;11;12;15;17;28;30;31;32;33;36;37,,厨房与用餐,user_reviewed_disagreement_subset,近交界暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3,q9vSo1VnCiC,25,data/mp3d_layout/test/img/q9vSo1VnCiC_ca6944f5dd334193bb86058ba5ab5dc3.png,test,大床卧室露台口内侧,床区及长露台门对应外边界,透玻璃露台可见，床尾柜遮挡与12近似,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G156,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f,q9vSo1VnCiC,26,data/mp3d_layout/test/img/q9vSo1VnCiC_cefeb34bd9d04b4dac1189e24191c03f.png,test,大床卧室梳妆侧,卧室床区至梳妆凹口、卫浴宽门,凹室范围可解释为附属，31更近凹口,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G162,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b,q9vSo1VnCiC,27,data/mp3d_layout/test/img/q9vSo1VnCiC_cf3f1eaf611b4f5f8d13c273359d231b.png,test,小梳妆前室,梳妆桌凹墙、衣帽间门及卧室口,保留B14同房判断；左右对应疑点尚在,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,prior_discussion,,,G163,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_d799bea8f909406b8b87d4cf8a7c421b,q9vSo1VnCiC,28,data/mp3d_layout/test/img/q9vSo1VnCiC_d799bea8f909406b8b87d4cf8a7c421b.png,test,双盆洗漱间,双盆高窗、浴缸口和卧室门,与23排列差异不能直接解释为不同房,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G148;G152;G159,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2,q9vSo1VnCiC,29,data/mp3d_layout/test/img/q9vSo1VnCiC_dc320b1236f741a98303db9f89bc68a2.png,test,小梳妆前室,梳妆桌凹墙、衣帽间门及卧室口,用户B14确认与27同房；布局方位仍谨慎,5,5,5,0,5,5,15,20,15,15,0,1;2;28;34;37,6;8;10;11;12;13;15;17;29;30;31;32;33;35;36,,,prior_discussion,,,G161;G163,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146,q9vSo1VnCiC,30,data/mp3d_layout/test/img/q9vSo1VnCiC_dc873df7717c43888a1cff13713fe146.png,test,客餐大厅起居侧,沙发电视侧至长露台门,餐桌侧更远，内侧前室开口近景突出,5,5,5,0,5,5,15,20,15,15,0,8;17;31;32;33,1;2;6;10;11;12;13;15;28;29;30;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G153,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9,q9vSo1VnCiC,31,data/mp3d_layout/test/img/q9vSo1VnCiC_e58ef65f48d045e88b119261b96996c9.png,test,卧室梳妆凹口一侧,床区和梳妆凹口轮廓,凹口呈现明显大于26，可比性不宜直接优先,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G162,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,32,data/mp3d_layout/test/img/q9vSo1VnCiC_e74e843601574864a14517f990c748a0.png,test,双盆洗漱外间,双盆高窗、前厅门与厕淋入口,与06内间有实际分室门墙,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G149;G150,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0,q9vSo1VnCiC,33,data/mp3d_layout/test/img/q9vSo1VnCiC_f1b83e2b5e5244db844ceaa471eb0db0.png,test,灰外门入口前厅,灰外门、悬台弧墙和大厅宽口,大厅只能跨口可见，不同于厨房高窗走道,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G160,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0,q9vSo1VnCiC,34,data/mp3d_layout/test/img/q9vSo1VnCiC_f7452776f0604b508bb2b0263238deb0.png,test,双床卧室庭院门侧,双床、电视、浴室门围合,与07相近房型但固定结构对应待核,5,5,5,0,4,4,16,20,15,16,0,11;12;15;30,1;2;6;8;10;13;17;28;29;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G151,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,1,data/mp3d_layout/test/img/rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3.png,test,独立厕间A,窄窗、厕位和磨砂门围合,门外短台盆不同于09长台盆,23,23,23,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卫浴,user_reviewed_disagreement_subset,暂不归入,,G164,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe,rPc6DW4iMge,2,data/mp3d_layout/test/img/rPc6DW4iMge_0226db0c3fd24410bbf3db5e6d4b24fe.png,test,黑床头卧室,两窗、衣柜门、卫浴门围合,床柜遮挡墙脚但主体完整,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G165,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_073ce382f78d4a81b8c673591a954997,rPc6DW4iMge,3,data/mp3d_layout/test/img/rPc6DW4iMge_073ce382f78d4a81b8c673591a954997.png,test,开放厨房客餐大厅,岛台、灶墙、电视壁炉与外窗,单幅多功能范围；未有相同主空间候选,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,开放复合空间,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_0a84204ae666476f97095e784a772323,rPc6DW4iMge,4,data/mp3d_layout/test/img/rPc6DW4iMge_0a84204ae666476f97095e784a772323.png,test,洗衣房,台柜、洗烘机和单窗围合,固定设备遮挡墙脚,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,储藏与家务辅助,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff,rPc6DW4iMge,5,data/mp3d_layout/test/img/rPc6DW4iMge_0dfe61800cc540db8e25c1738bc4b8ff.png,test,主卫中央淋浴外侧,玻璃淋浴及两侧盆台围合,玻璃和两侧厕门有范围解释,5,5,5,0,5,5,15,20,15,15,0,2;8;17;30;34,1;6;10;11;12;13;15;28;29;31;32;33;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G166,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,6,data/mp3d_layout/test/img/rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5.png,test,主卫短盆台侧,短台盆、中央淋浴及对侧长台,主视点靠短盆台，侧区完整性不同,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G166,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_1920d957cf3d4adab57626a7ccc206b0,rPc6DW4iMge,7,data/mp3d_layout/test/img/rPc6DW4iMge_1920d957cf3d4adab57626a7ccc206b0.png,test,家用电梯内,轿厢壁和厅门围合,向厅外透视不同于厅内图,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G167,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4,rPc6DW4iMge,8,data/mp3d_layout/test/img/rPc6DW4iMge_1b4824ffdfc44d08aa648e90241289e4.png,test,卧室附属小浴室,单盆、浴缸、窗和厕位围合,玻璃浴缸屏与镜面,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G168;G169,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,9,data/mp3d_layout/test/img/rPc6DW4iMge_1f14902595544e389c9c910c444e79e7.png,test,独立厕间B,窄窗、厕位和磨砂门围合,门外为L形长盆台，非01同厕,26,26,25,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卫浴,user_reviewed_disagreement_subset,暂不归入,,G164,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a,rPc6DW4iMge,10,data/mp3d_layout/test/img/rPc6DW4iMge_2264f5b2a6e8450ab090e278ea8d1e0a.png,test,卧室附属小浴室浴缸侧,单盆浴缸高窗围合,淋浴屏和柜体遮挡与08相近,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G168,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad,rPc6DW4iMge,11,data/mp3d_layout/test/img/rPc6DW4iMge_2aef8931ed104272873cbc52701eb2ad.png,test,电梯前厅,电梯门、柜门和长走道口,邻室可见，厅与走道分界,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G167;G170,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32,rPc6DW4iMge,12,data/mp3d_layout/test/img/rPc6DW4iMge_2c16cbd610cf4e1b92b2830f51c07e32.png,test,上层长走道床房门侧,走道长墙及卧室门,邻室信息较多，长走道端部远,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G171,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_4350d36797324601adba7351d09602d2,rPc6DW4iMge,13,data/mp3d_layout/test/img/rPc6DW4iMge_4350d36797324601adba7351d09602d2.png,test,上层长走道转接侧,多房门和栏杆走道口,不同走道段不能仅连通合并,5,5,5,0,5,5,15,20,15,15,0,2;15;32;34;37,1;6;8;10;11;12;13;17;28;29;30;31;33;35;36,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G171,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_7316bf706e0d46368334c0c989210e09,rPc6DW4iMge,14,data/mp3d_layout/test/img/rPc6DW4iMge_7316bf706e0d46368334c0c989210e09.png,test,黑床头卧室柜侧,床、双窗、卫浴门及衣柜门,柜床遮挡与02相近,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G165,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,15,data/mp3d_layout/test/img/rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd.png,test,黑床头卧室窗侧,双窗床区及衣柜门围合,更近窗但主卧室范围完整,23,23,23,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,卧室,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G165,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,16,data/mp3d_layout/test/img/rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2.png,test,另一附属小浴室,单盆、独立淋浴、窗与厕位,与08浴缸房固定设施不同,6,6,6,0,4,4,16,20,14,16,0,6;10;13;34,1;2;8;11;12;15;17;28;29;30;31;32;33;35;36;37,,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G169,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,17,data/mp3d_layout/test/img/rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a.png,test,深色壁纸小厕所,小台盆与厕位围合,窄室镜面且唯一视点,26,0,0,26,0,20,0,0,20,20,20,,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,卫浴,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598,rPc6DW4iMge,18,data/mp3d_layout/test/img/rPc6DW4iMge_bad24c9d90de493eb70e9af8383ee598.png,test,上层走道卧室入口外侧,房门墙与长走道,卧室经门看到，不是卧室内部,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,近交界暂不归入,,G171,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_cabddb2506ee4bfcb2a1bcfa6625fe28,rPc6DW4iMge,19,data/mp3d_layout/test/img/rPc6DW4iMge_cabddb2506ee4bfcb2a1bcfa6625fe28.png,test,电梯前厅另一侧,电梯门、厕门与长走道口,门开启位置略变，主体厅范围一致,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G170,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,20,data/mp3d_layout/test/img/rPc6DW4iMge_cc15fb105d86466faafdd633f89148de.png,test,上层走道卫浴门侧,走道长墙和卫浴门,一侧浴室完整性突出，与其他段信息不同,26,26,26,0,20,20,0,20,0,0,0,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,,通行与连接,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,G171,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a,rPc6DW4iMge,21,data/mp3d_layout/test/img/rPc6DW4iMge_e7f5cf7434824a0ab0b4cc060e863c9a.png,test,小起居室,窗、转角沙发墙与楼梯门,沙发和书架遮挡；楼梯跨门可见,0,0,0,0,0,0,20,20,20,20,0,,1;2;6;8;10;11;12;13;15;17;28;29;30;31;32;33;34;35;36;37,,起居与休闲,ai_or_legacy_not_personally_reviewed_this_round,暂不归入,,,absence_from_canonical_snapshot_is_not_proof_of_never_exposed
